sample	well_quality	cell_type	fastq_url	patient
HP1507101_J18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631835/ERR1631835.fastq.gz	HP1507101
HP1507101_J19	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631836/ERR1631836.fastq.gz	HP1507101
HP1507101_J2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631837/ERR1631837.fastq.gz	HP1507101
HP1507101_J20	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631838/ERR1631838.fastq.gz	HP1507101
HP1507101_J21	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631839/ERR1631839.fastq.gz	HP1507101
HP1507101_J22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631840/ERR1631840.fastq.gz	HP1507101
HP1507101_J23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631841/ERR1631841.fastq.gz	HP1507101
HP1507101_J24	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631842/ERR1631842.fastq.gz	HP1507101
HP1507101_J3	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631843/ERR1631843.fastq.gz	HP1507101
HP1507101_J4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631844/ERR1631844.fastq.gz	HP1507101
HP1507101_J5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631845/ERR1631845.fastq.gz	HP1507101
HP1507101_J6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631846/ERR1631846.fastq.gz	HP1507101
HP1507101_J7	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631847/ERR1631847.fastq.gz	HP1507101
HP1507101_J8	OK	co-expression cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631848/ERR1631848.fastq.gz	HP1507101
HP1507101_J9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631849/ERR1631849.fastq.gz	HP1507101
HP1507101_K1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631850/ERR1631850.fastq.gz	HP1507101
HP1507101_K10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631851/ERR1631851.fastq.gz	HP1507101
HP1507101_K11	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631852/ERR1631852.fastq.gz	HP1507101
HP1507101_K12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631853/ERR1631853.fastq.gz	HP1507101
HP1507101_K13	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631854/ERR1631854.fastq.gz	HP1507101
HP1507101_K14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631855/ERR1631855.fastq.gz	HP1507101
HP1507101_K15	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631856/ERR1631856.fastq.gz	HP1507101
HP1507101_K16	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631857/ERR1631857.fastq.gz	HP1507101
HP1507101_K17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631858/ERR1631858.fastq.gz	HP1507101
HP1507101_K18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631859/ERR1631859.fastq.gz	HP1507101
HP1507101_K19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631860/ERR1631860.fastq.gz	HP1507101
HP1507101_K2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631861/ERR1631861.fastq.gz	HP1507101
HP1507101_K20	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631862/ERR1631862.fastq.gz	HP1507101
HP1507101_K21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631863/ERR1631863.fastq.gz	HP1507101
HP1507101_K22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631864/ERR1631864.fastq.gz	HP1507101
HP1507101_K23	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631865/ERR1631865.fastq.gz	HP1507101
HP1507101_K24	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631866/ERR1631866.fastq.gz	HP1507101
HP1507101_K3	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631867/ERR1631867.fastq.gz	HP1507101
HP1507101_K4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631868/ERR1631868.fastq.gz	HP1507101
HP1507101_K5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631869/ERR1631869.fastq.gz	HP1507101
HP1507101_K6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631870/ERR1631870.fastq.gz	HP1507101
HP1507101_K7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631871/ERR1631871.fastq.gz	HP1507101
HP1507101_K8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631872/ERR1631872.fastq.gz	HP1507101
HP1507101_K9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631873/ERR1631873.fastq.gz	HP1507101
HP1507101_L1	OK	PSC cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631874/ERR1631874.fastq.gz	HP1507101
HP1507101_L10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631875/ERR1631875.fastq.gz	HP1507101
HP1507101_L11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631876/ERR1631876.fastq.gz	HP1507101
HP1507101_L12	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631877/ERR1631877.fastq.gz	HP1507101
HP1507101_L13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631878/ERR1631878.fastq.gz	HP1507101
HP1507101_L14	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631879/ERR1631879.fastq.gz	HP1507101
HP1507101_L15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631880/ERR1631880.fastq.gz	HP1507101
HP1507101_L16	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631881/ERR1631881.fastq.gz	HP1507101
HP1507101_L17	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631882/ERR1631882.fastq.gz	HP1507101
HP1507101_L18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631883/ERR1631883.fastq.gz	HP1507101
HP1507101_L19	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631884/ERR1631884.fastq.gz	HP1507101
HP1507101_L2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631885/ERR1631885.fastq.gz	HP1507101
HP1507101_L20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631886/ERR1631886.fastq.gz	HP1507101
HP1507101_L21	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631887/ERR1631887.fastq.gz	HP1507101
HP1507101_L22	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631888/ERR1631888.fastq.gz	HP1507101
HP1507101_L23	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631889/ERR1631889.fastq.gz	HP1507101
HP1507101_L24	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631890/ERR1631890.fastq.gz	HP1507101
HP1507101_L3	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631891/ERR1631891.fastq.gz	HP1507101
HP1507101_L4	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631892/ERR1631892.fastq.gz	HP1507101
HP1507101_L5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631893/ERR1631893.fastq.gz	HP1507101
HP1507101_L6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631894/ERR1631894.fastq.gz	HP1507101
HP1507101_L7	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631895/ERR1631895.fastq.gz	HP1507101
HP1507101_L8	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631896/ERR1631896.fastq.gz	HP1507101
HP1507101_L9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631897/ERR1631897.fastq.gz	HP1507101
HP1507101_M1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631898/ERR1631898.fastq.gz	HP1507101
HP1507101_M10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631899/ERR1631899.fastq.gz	HP1507101
HP1507101_M11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631900/ERR1631900.fastq.gz	HP1507101
HP1507101_M12	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631901/ERR1631901.fastq.gz	HP1507101
HP1507101_M13	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631902/ERR1631902.fastq.gz	HP1507101
HP1507101_M14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631903/ERR1631903.fastq.gz	HP1507101
HP1507101_M15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631904/ERR1631904.fastq.gz	HP1507101
HP1507101_M16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631905/ERR1631905.fastq.gz	HP1507101
HP1507101_M17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631906/ERR1631906.fastq.gz	HP1507101
HP1507101_M18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631907/ERR1631907.fastq.gz	HP1507101
HP1507101_M19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631908/ERR1631908.fastq.gz	HP1507101
HP1507101_M2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631909/ERR1631909.fastq.gz	HP1507101
HP1507101_M20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631910/ERR1631910.fastq.gz	HP1507101
HP1507101_M21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631911/ERR1631911.fastq.gz	HP1507101
HP1507101_M22	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631912/ERR1631912.fastq.gz	HP1507101
HP1507101_M23	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631913/ERR1631913.fastq.gz	HP1507101
HP1507101_M24	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631914/ERR1631914.fastq.gz	HP1507101
HP1507101_M3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631915/ERR1631915.fastq.gz	HP1507101
HP1507101_M4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631916/ERR1631916.fastq.gz	HP1507101
HP1507101_M5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631917/ERR1631917.fastq.gz	HP1507101
HP1507101_M6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631918/ERR1631918.fastq.gz	HP1507101
HP1507101_M7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631919/ERR1631919.fastq.gz	HP1507101
HP1507101_M8	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631920/ERR1631920.fastq.gz	HP1507101
HP1507101_M9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631921/ERR1631921.fastq.gz	HP1507101
HP1507101_N1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631922/ERR1631922.fastq.gz	HP1507101
HP1507101_N10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631923/ERR1631923.fastq.gz	HP1507101
HP1507101_N11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631924/ERR1631924.fastq.gz	HP1507101
HP1507101_N12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631925/ERR1631925.fastq.gz	HP1507101
HP1507101_N13	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631926/ERR1631926.fastq.gz	HP1507101
HP1507101_N14	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631927/ERR1631927.fastq.gz	HP1507101
HP1507101_N15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631928/ERR1631928.fastq.gz	HP1507101
HP1507101_N16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631929/ERR1631929.fastq.gz	HP1507101
HP1507101_N17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631930/ERR1631930.fastq.gz	HP1507101
HP1507101_N18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631931/ERR1631931.fastq.gz	HP1507101
HP1507101_N19	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631932/ERR1631932.fastq.gz	HP1507101
HP1507101_N2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631933/ERR1631933.fastq.gz	HP1507101
HP1507101_N20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631934/ERR1631934.fastq.gz	HP1507101
HP1507101_N21	OK	co-expression cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631935/ERR1631935.fastq.gz	HP1507101
HP1507101_N22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631936/ERR1631936.fastq.gz	HP1507101
HP1507101_N23	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631937/ERR1631937.fastq.gz	HP1507101
HP1507101_N24	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631938/ERR1631938.fastq.gz	HP1507101
HP1507101_N3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631939/ERR1631939.fastq.gz	HP1507101
HP1507101_N4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631940/ERR1631940.fastq.gz	HP1507101
HP1507101_N5	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631941/ERR1631941.fastq.gz	HP1507101
HP1507101_N6	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631942/ERR1631942.fastq.gz	HP1507101
HP1507101_N7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631943/ERR1631943.fastq.gz	HP1507101
HP1507101_N8	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631944/ERR1631944.fastq.gz	HP1507101
HP1507101_N9	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631945/ERR1631945.fastq.gz	HP1507101
HP1507101_O1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631946/ERR1631946.fastq.gz	HP1507101
HP1507101_O10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631947/ERR1631947.fastq.gz	HP1507101
HP1507101_O11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631948/ERR1631948.fastq.gz	HP1507101
HP1507101_O12	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631949/ERR1631949.fastq.gz	HP1507101
HP1507101_O13	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631950/ERR1631950.fastq.gz	HP1507101
HP1507101_O14	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631951/ERR1631951.fastq.gz	HP1507101
HP1507101_O15	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631952/ERR1631952.fastq.gz	HP1507101
HP1507101_O16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631953/ERR1631953.fastq.gz	HP1507101
HP1507101_O17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631954/ERR1631954.fastq.gz	HP1507101
HP1507101_O18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631955/ERR1631955.fastq.gz	HP1507101
HP1507101_O19	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631956/ERR1631956.fastq.gz	HP1507101
HP1507101_O2	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631957/ERR1631957.fastq.gz	HP1507101
HP1507101_O20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631958/ERR1631958.fastq.gz	HP1507101
HP1507101_O21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631959/ERR1631959.fastq.gz	HP1507101
HP1507101_O22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631960/ERR1631960.fastq.gz	HP1507101
HP1507101_O23	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631961/ERR1631961.fastq.gz	HP1507101
HP1507101_O24	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631962/ERR1631962.fastq.gz	HP1507101
HP1507101_O3	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631963/ERR1631963.fastq.gz	HP1507101
HP1507101_O4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631964/ERR1631964.fastq.gz	HP1507101
HP1507101_O5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631965/ERR1631965.fastq.gz	HP1507101
HP1507101_O6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631966/ERR1631966.fastq.gz	HP1507101
HP1507101_O7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631967/ERR1631967.fastq.gz	HP1507101
HP1507101_O8	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631968/ERR1631968.fastq.gz	HP1507101
HP1507101_O9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631969/ERR1631969.fastq.gz	HP1507101
HP1507101_P1	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631970/ERR1631970.fastq.gz	HP1507101
HP1507101_P10	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631971/ERR1631971.fastq.gz	HP1507101
HP1507101_P11	OK	co-expression cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631972/ERR1631972.fastq.gz	HP1507101
HP1507101_P12	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631973/ERR1631973.fastq.gz	HP1507101
HP1507101_P14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631974/ERR1631974.fastq.gz	HP1507101
HP1507101_P15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631975/ERR1631975.fastq.gz	HP1507101
HP1507101_P16	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631976/ERR1631976.fastq.gz	HP1507101
HP1507101_P17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631977/ERR1631977.fastq.gz	HP1507101
HP1507101_P18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631978/ERR1631978.fastq.gz	HP1507101
HP1507101_P19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631979/ERR1631979.fastq.gz	HP1507101
HP1507101_P2	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631980/ERR1631980.fastq.gz	HP1507101
HP1507101_P20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631981/ERR1631981.fastq.gz	HP1507101
HP1507101_P21	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631982/ERR1631982.fastq.gz	HP1507101
HP1507101_P22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631983/ERR1631983.fastq.gz	HP1507101
HP1507101_P23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631984/ERR1631984.fastq.gz	HP1507101
HP1507101_P24	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631985/ERR1631985.fastq.gz	HP1507101
HP1507101_P3	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631986/ERR1631986.fastq.gz	HP1507101
HP1507101_P4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631987/ERR1631987.fastq.gz	HP1507101
HP1507101_P5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631988/ERR1631988.fastq.gz	HP1507101
HP1507101_P6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631989/ERR1631989.fastq.gz	HP1507101
HP1507101_P7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1631990/ERR1631990.fastq.gz	HP1507101
HP1507101_P8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1631991/ERR1631991.fastq.gz	HP1507101
HP1507101_P9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1631992/ERR1631992.fastq.gz	HP1507101
HP1508501T2D_A1	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1631993/ERR1631993.fastq.gz	HP1508501T2D
HP1508501T2D_A10	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1631994/ERR1631994.fastq.gz	HP1508501T2D
HP1508501T2D_A11	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1631995/ERR1631995.fastq.gz	HP1508501T2D
HP1508501T2D_A12	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1631996/ERR1631996.fastq.gz	HP1508501T2D
HP1508501T2D_A13	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1631997/ERR1631997.fastq.gz	HP1508501T2D
HP1508501T2D_A14	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1631998/ERR1631998.fastq.gz	HP1508501T2D
HP1508501T2D_A15	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1631999/ERR1631999.fastq.gz	HP1508501T2D
HP1508501T2D_A16	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1632000/ERR1632000.fastq.gz	HP1508501T2D
HP1508501T2D_A17	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1632001/ERR1632001.fastq.gz	HP1508501T2D
HP1508501T2D_A18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1632002/ERR1632002.fastq.gz	HP1508501T2D
HP1508501T2D_A19	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1632003/ERR1632003.fastq.gz	HP1508501T2D
