Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,GEO_Accession (exp),Genotype,treatment,stain,AssemblyName,strain,agent,tissue,time_point
SRR5102770,RNA-Seq,76,187732844,PRJNA357261,SAMN06135574,73843830,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418929,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426649,WT Mouse intestinal epithelial cells,SRP095033,GSM2426649,Wild type,None,C57BL/6,,,,,
SRR5102771,RNA-Seq,76,59930332,PRJNA357261,SAMN06135571,23942212,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418930,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426650,WT Mouse intestinal epithelial cells,SRP095033,GSM2426650,Wild type,None,C57BL/6,,,,,
SRR5102772,RNA-Seq,76,139414552,PRJNA357261,SAMN06135570,55771000,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418931,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426651,WT Mouse intestinal epithelial cells,SRP095033,GSM2426651,Wild type,None,C57BL/6,,,,,
SRR5102773,RNA-Seq,70,145612390,PRJNA357261,SAMN06135569,65963607,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418932,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426652,WT Mouse intestinal epithelial cells,SRP095033,GSM2426652,Wild type,None,C57BL/6,,,,,
SRR5102774,RNA-Seq,76,35440168,PRJNA357261,SAMN06135568,15867082,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418933,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426653,WT Mouse intestinal epithelial cells,SRP095033,GSM2426653,Wild type,None,C57BL/6,,,,,
SRR5102775,RNA-Seq,76,123960104,PRJNA357261,SAMN06135567,48148104,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418934,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426654,WT Mouse intestinal epithelial cells,SRP095033,GSM2426654,Wild type,None,C57BL/6,,,,,
SRR5102776,RNA-Seq,76,100259504,PRJNA357261,SAMN06135573,40537494,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418935,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426655,WT Mouse intestinal epithelial cells,SRP095033,GSM2426655,Wild type,None,C57BL/6,,,,,
SRR5102777,RNA-Seq,76,86841096,PRJNA357261,SAMN06135572,33464532,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418936,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426656,WT Mouse intestinal epithelial cells,SRP095033,GSM2426656,Wild type,None,C57BL/6,,,,,
SRR5102778,RNA-Seq,76,61134704,PRJNA357261,SAMN06135566,23949931,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418937,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426657,WT Mouse intestinal epithelial cells,SRP095033,GSM2426657,Wild type,None,C57BL/6,,,,,
SRR5102779,RNA-Seq,76,132596060,PRJNA357261,SAMN06135565,50402764,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418938,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426658,WT Mouse intestinal epithelial cells,SRP095033,GSM2426658,Wild type,None,C57BL/6,,,,,
SRR5102780,RNA-Seq,76,103327472,PRJNA357261,SAMN06135564,39302795,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418939,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426659,WT Mouse intestinal epithelial cells,SRP095033,GSM2426659,Wild type,None,C57BL/6,,,,,
SRR5102781,RNA-Seq,76,126987868,PRJNA357261,SAMN06135563,49715048,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418940,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426660,WT Mouse intestinal epithelial cells,SRP095033,GSM2426660,Wild type,None,C57BL/6,,,,,
SRR5102782,RNA-Seq,76,52493808,PRJNA357261,SAMN06135562,21202238,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418941,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426661,WT Mouse intestinal epithelial cells,SRP095033,GSM2426661,Wild type,None,C57BL/6,,,,,
SRR5102783,RNA-Seq,76,40235084,PRJNA357261,SAMN06135561,15929363,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418942,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426662,WT Mouse intestinal epithelial cells,SRP095033,GSM2426662,Wild type,None,C57BL/6,,,,,
SRR5102784,RNA-Seq,70,104182890,PRJNA357261,SAMN06135560,47334800,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418943,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426663,WT Mouse intestinal epithelial cells,SRP095033,GSM2426663,Wild type,None,C57BL/6,,,,,
SRR5102785,RNA-Seq,70,122277260,PRJNA357261,SAMN06135559,55731891,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418944,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426664,WT Mouse intestinal epithelial cells,SRP095033,GSM2426664,Wild type,None,C57BL/6,,,,,
SRR5102786,RNA-Seq,76,79468944,PRJNA357261,SAMN06135558,30629355,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418945,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426665,WT Mouse intestinal epithelial cells,SRP095033,GSM2426665,Wild type,None,C57BL/6,,,,,
SRR5102787,RNA-Seq,76,59100412,PRJNA357261,SAMN06135557,22306330,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418946,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426666,WT Mouse intestinal epithelial cells,SRP095033,GSM2426666,Wild type,None,C57BL/6,,,,,
SRR5102788,RNA-Seq,76,129828444,PRJNA357261,SAMN06135676,48674014,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418947,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426667,WT Mouse intestinal epithelial cells,SRP095033,GSM2426667,Wild type,None,C57BL/6,,,,,
SRR5102789,RNA-Seq,76,168140272,PRJNA357261,SAMN06135675,62869793,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418948,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426668,WT Mouse intestinal epithelial cells,SRP095033,GSM2426668,Wild type,None,C57BL/6,,,,,
SRR5102790,RNA-Seq,76,128504296,PRJNA357261,SAMN06135674,48465887,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418949,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426669,WT Mouse intestinal epithelial cells,SRP095033,GSM2426669,Wild type,None,C57BL/6,,,,,
SRR5102791,RNA-Seq,76,102445796,PRJNA357261,SAMN06135673,38588018,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418950,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426670,WT Mouse intestinal epithelial cells,SRP095033,GSM2426670,Wild type,None,C57BL/6,,,,,
SRR5102792,RNA-Seq,76,77592580,PRJNA357261,SAMN06135672,29232194,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418951,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426671,WT Mouse intestinal epithelial cells,SRP095033,GSM2426671,Wild type,None,C57BL/6,,,,,
SRR5102793,RNA-Seq,76,86898704,PRJNA357261,SAMN06135671,32749928,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418952,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426672,WT Mouse intestinal epithelial cells,SRP095033,GSM2426672,Wild type,None,C57BL/6,,,,,
SRR5102794,RNA-Seq,76,108593740,PRJNA357261,SAMN06135670,40998915,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418953,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426673,WT Mouse intestinal epithelial cells,SRP095033,GSM2426673,Wild type,None,C57BL/6,,,,,
SRR5102795,RNA-Seq,76,80547308,PRJNA357261,SAMN06135669,30378088,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418954,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426674,WT Mouse intestinal epithelial cells,SRP095033,GSM2426674,Wild type,None,C57BL/6,,,,,
SRR5102796,RNA-Seq,70,125674360,PRJNA357261,SAMN06135668,56866439,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418955,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426675,WT Mouse intestinal epithelial cells,SRP095033,GSM2426675,Wild type,None,C57BL/6,,,,,
SRR5102797,RNA-Seq,76,77461024,PRJNA357261,SAMN06135667,29312312,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418956,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426676,WT Mouse intestinal epithelial cells,SRP095033,GSM2426676,Wild type,None,C57BL/6,,,,,
SRR5102798,RNA-Seq,76,56308628,PRJNA357261,SAMN06135666,21427911,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418957,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426677,WT Mouse intestinal epithelial cells,SRP095033,GSM2426677,Wild type,None,C57BL/6,,,,,
SRR5102799,RNA-Seq,76,142269188,PRJNA357261,SAMN06135504,54163258,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418958,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426678,WT Mouse intestinal epithelial cells,SRP095033,GSM2426678,Wild type,None,C57BL/6,,,,,
SRR5102800,RNA-Seq,76,156894248,PRJNA357261,SAMN06135503,59291903,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418959,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426679,WT Mouse intestinal epithelial cells,SRP095033,GSM2426679,Wild type,None,C57BL/6,,,,,
SRR5102801,RNA-Seq,76,85958508,PRJNA357261,SAMN06135502,32799875,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418960,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426680,WT Mouse intestinal epithelial cells,SRP095033,GSM2426680,Wild type,None,C57BL/6,,,,,
SRR5102802,RNA-Seq,76,82280412,PRJNA357261,SAMN06135501,31395445,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418961,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426681,WT Mouse intestinal epithelial cells,SRP095033,GSM2426681,Wild type,None,C57BL/6,,,,,
SRR5102803,RNA-Seq,76,92954764,PRJNA357261,SAMN06135601,35332547,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418962,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426682,WT Mouse intestinal epithelial cells,SRP095033,GSM2426682,Wild type,None,C57BL/6,,,,,
SRR5102804,RNA-Seq,76,89099360,PRJNA357261,SAMN06135600,34007142,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418963,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426683,WT Mouse intestinal epithelial cells,SRP095033,GSM2426683,Wild type,None,C57BL/6,,,,,
SRR5102805,RNA-Seq,76,110699244,PRJNA357261,SAMN06135599,42062264,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418964,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426684,WT Mouse intestinal epithelial cells,SRP095033,GSM2426684,Wild type,None,C57BL/6,,,,,
SRR5102806,RNA-Seq,76,85791536,PRJNA357261,SAMN06135598,32701343,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418965,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426685,WT Mouse intestinal epithelial cells,SRP095033,GSM2426685,Wild type,None,C57BL/6,,,,,
SRR5102807,RNA-Seq,70,64298500,PRJNA357261,SAMN06135597,29327457,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418966,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426686,WT Mouse intestinal epithelial cells,SRP095033,GSM2426686,Wild type,None,C57BL/6,,,,,
SRR5102808,RNA-Seq,76,70410352,PRJNA357261,SAMN06135596,26840220,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418967,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426687,WT Mouse intestinal epithelial cells,SRP095033,GSM2426687,Wild type,None,C57BL/6,,,,,
SRR5102809,RNA-Seq,76,207205792,PRJNA357261,SAMN06135595,78240106,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418968,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426688,WT Mouse intestinal epithelial cells,SRP095033,GSM2426688,Wild type,None,C57BL/6,,,,,
SRR5102810,RNA-Seq,76,137323184,PRJNA357261,SAMN06135594,51838509,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418969,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426689,WT Mouse intestinal epithelial cells,SRP095033,GSM2426689,Wild type,None,C57BL/6,,,,,
SRR5102811,RNA-Seq,76,99938024,PRJNA357261,SAMN06135593,37947237,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418970,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426690,WT Mouse intestinal epithelial cells,SRP095033,GSM2426690,Wild type,None,C57BL/6,,,,,
SRR5102812,RNA-Seq,76,166955356,PRJNA357261,SAMN06135592,63134831,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418971,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426691,WT Mouse intestinal epithelial cells,SRP095033,GSM2426691,Wild type,None,C57BL/6,,,,,
SRR5102813,RNA-Seq,76,102801780,PRJNA357261,SAMN06135591,39005921,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418972,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426692,WT Mouse intestinal epithelial cells,SRP095033,GSM2426692,Wild type,None,C57BL/6,,,,,
SRR5102814,RNA-Seq,76,93708380,PRJNA357261,SAMN06135590,35609912,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418973,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426693,WT Mouse intestinal epithelial cells,SRP095033,GSM2426693,Wild type,None,C57BL/6,,,,,
SRR5102815,RNA-Seq,76,86162796,PRJNA357261,SAMN06135589,32793102,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418974,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426694,WT Mouse intestinal epithelial cells,SRP095033,GSM2426694,Wild type,None,C57BL/6,,,,,
SRR5102816,RNA-Seq,76,62189508,PRJNA357261,SAMN06135588,23655724,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418975,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426695,WT Mouse intestinal epithelial cells,SRP095033,GSM2426695,Wild type,None,C57BL/6,,,,,
SRR5102817,RNA-Seq,76,93396400,PRJNA357261,SAMN06135587,35429789,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418976,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426696,WT Mouse intestinal epithelial cells,SRP095033,GSM2426696,Wild type,None,C57BL/6,,,,,
SRR5102818,RNA-Seq,70,147477190,PRJNA357261,SAMN06135586,65704347,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418977,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426697,WT Mouse intestinal epithelial cells,SRP095033,GSM2426697,Wild type,None,C57BL/6,,,,,
SRR5102819,RNA-Seq,76,54181464,PRJNA357261,SAMN06135585,20734091,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418978,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426698,WT Mouse intestinal epithelial cells,SRP095033,GSM2426698,Wild type,None,C57BL/6,,,,,
SRR5102820,RNA-Seq,76,125964148,PRJNA357261,SAMN06135584,49069850,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418979,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426699,WT Mouse intestinal epithelial cells,SRP095033,GSM2426699,Wild type,None,C57BL/6,,,,,
SRR5102821,RNA-Seq,76,53037892,PRJNA357261,SAMN06135583,23315213,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418980,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426700,WT Mouse intestinal epithelial cells,SRP095033,GSM2426700,Wild type,None,C57BL/6,,,,,
SRR5102822,RNA-Seq,76,11479496,PRJNA357261,SAMN06135582,5368197,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418981,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426701,WT Mouse intestinal epithelial cells,SRP095033,GSM2426701,Wild type,None,C57BL/6,,,,,
SRR5102823,RNA-Seq,76,9219560,PRJNA357261,SAMN06135581,4062519,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418982,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426702,WT Mouse intestinal epithelial cells,SRP095033,GSM2426702,Wild type,None,C57BL/6,,,,,
SRR5102824,RNA-Seq,76,87915660,PRJNA357261,SAMN06135580,34730194,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418983,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426703,WT Mouse intestinal epithelial cells,SRP095033,GSM2426703,Wild type,None,C57BL/6,,,,,
SRR5102825,RNA-Seq,76,69517428,PRJNA357261,SAMN06135579,27835883,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418984,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426704,WT Mouse intestinal epithelial cells,SRP095033,GSM2426704,Wild type,None,C57BL/6,,,,,
SRR5102826,RNA-Seq,76,45946636,PRJNA357261,SAMN06135578,21150844,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418985,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426705,WT Mouse intestinal epithelial cells,SRP095033,GSM2426705,Wild type,None,C57BL/6,,,,,
SRR5102827,RNA-Seq,76,66883344,PRJNA357261,SAMN06135577,26258553,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418986,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426706,WT Mouse intestinal epithelial cells,SRP095033,GSM2426706,Wild type,None,C57BL/6,,,,,
SRR5102828,RNA-Seq,76,25850792,PRJNA357261,SAMN06135576,11138502,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418987,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426707,WT Mouse intestinal epithelial cells,SRP095033,GSM2426707,Wild type,None,C57BL/6,,,,,
SRR5102829,RNA-Seq,70,138303760,PRJNA357261,SAMN06135534,61947413,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418988,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426708,WT Mouse intestinal epithelial cells,SRP095033,GSM2426708,Wild type,None,C57BL/6,,,,,
SRR5102830,RNA-Seq,76,38580184,PRJNA357261,SAMN06135533,14943450,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418989,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426709,WT Mouse intestinal epithelial cells,SRP095033,GSM2426709,Wild type,None,C57BL/6,,,,,
SRR5102831,RNA-Seq,76,128768244,PRJNA357261,SAMN06135532,49239092,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418990,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426710,WT Mouse intestinal epithelial cells,SRP095033,GSM2426710,Wild type,None,C57BL/6,,,,,
SRR5102832,RNA-Seq,76,85590440,PRJNA357261,SAMN06135531,32522832,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418991,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426711,WT Mouse intestinal epithelial cells,SRP095033,GSM2426711,Wild type,None,C57BL/6,,,,,
SRR5102833,RNA-Seq,76,92121348,PRJNA357261,SAMN06135530,35510587,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418992,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426712,WT Mouse intestinal epithelial cells,SRP095033,GSM2426712,Wild type,None,C57BL/6,,,,,
SRR5102834,RNA-Seq,76,235465480,PRJNA357261,SAMN06135529,90848132,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418993,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426713,WT Mouse intestinal epithelial cells,SRP095033,GSM2426713,Wild type,None,C57BL/6,,,,,
SRR5102835,RNA-Seq,76,191286984,PRJNA357261,SAMN06135528,74548525,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418994,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426714,WT Mouse intestinal epithelial cells,SRP095033,GSM2426714,Wild type,None,C57BL/6,,,,,
