patient	sample	celltype	plate	well
MGH61	MGH61-P3-C06	Tumor	P3	C06
MGH61	MGH61-P3-C08	Tumor	P3	C08
MGH61	MGH61-P3-C09	Tumor	P3	C09
MGH61	MGH61-P3-C10	Tumor	P3	C10
MGH61	MGH61-P3-C11	Tumor	P3	C11
MGH61	MGH61-P3-C12	Tumor	P3	C12
MGH61	MGH61-P3-D01	Tumor	P3	D01
MGH61	MGH61-P3-D02	Tumor	P3	D02
MGH61	MGH61-P3-D03	Tumor	P3	D03
MGH61	MGH61-P3-D04	Tumor	P3	D04
MGH61	MGH61-P3-D06	Tumor	P3	D06
MGH61	MGH61-P3-D07	Tumor	P3	D07
MGH61	MGH61-P3-D08	Tumor	P3	D08
MGH61	MGH61-P3-D09	Tumor	P3	D09
MGH61	MGH61-P3-D10	Tumor	P3	D10
MGH61	MGH61-P3-D11	Tumor	P3	D11
MGH61	MGH61-P3-D12	Tumor	P3	D12
MGH61	MGH61-P3-E01	Tumor	P3	E01
MGH61	MGH61-P3-E02	Tumor	P3	E02
MGH61	MGH61-P3-E03	Tumor	P3	E03
MGH61	MGH61-P3-E04	Tumor	P3	E04
MGH61	MGH61-P3-E05	Tumor	P3	E05
MGH61	MGH61-P3-E06	Tumor	P3	E06
MGH61	MGH61-P3-E07	Tumor	P3	E07
MGH61	MGH61-P3-E08	Tumor	P3	E08
MGH61	MGH61-P3-E09	Tumor	P3	E09
MGH61	MGH61-P3-E10	Tumor	P3	E10
MGH61	MGH61-P3-E11	Tumor	P3	E11
MGH61	MGH61-P3-E12	Tumor	P3	E12
MGH61	MGH61-P3-F01	Tumor	P3	F01
MGH61	MGH61-P3-F02	Tumor	P3	F02
MGH61	MGH61-P3-F03	Tumor	P3	F03
MGH61	MGH61-P3-F04	Tumor	P3	F04
MGH61	MGH61-P3-F05	Tumor	P3	F05
MGH61	MGH61-P3-F06	Tumor	P3	F06
MGH61	MGH61-P3-F07	Tumor	P3	F07
MGH61	MGH61-P3-F08	Tumor	P3	F08
MGH61	MGH61-P3-F09	Tumor	P3	F09
MGH61	MGH61-P3-F10	Tumor	P3	F10
MGH61	MGH61-P3-F11	Tumor	P3	F11
MGH61	MGH61-P3-F12	Tumor	P3	F12
MGH61	MGH61-P3-G01	Tumor	P3	G01
MGH61	MGH61-P3-G02	Tumor	P3	G02
MGH61	MGH61-P3-G03	Tumor	P3	G03
MGH61	MGH61-P3-G04	Tumor	P3	G04
MGH61	MGH61-P3-G05	Tumor	P3	G05
MGH61	MGH61-P3-G06	Tumor	P3	G06
MGH61	MGH61-P3-G07	Tumor	P3	G07
MGH61	MGH61-P3-G08	Tumor	P3	G08
MGH61	MGH61-P3-G09	Tumor	P3	G09
MGH61	MGH61-P3-G10	Tumor	P3	G10
MGH61	MGH61-P3-G11	Tumor	P3	G11
MGH61	MGH61-P3-G12	Tumor	P3	G12
MGH61	MGH61-P3-H01	Tumor	P3	H01
MGH61	MGH61-P3-H02	Tumor	P3	H02
MGH61	MGH61-P3-H03	Tumor	P3	H03
MGH61	MGH61-P3-H04	Tumor	P3	H04
MGH61	MGH61-P3-H06	Tumor	P3	H06
MGH61	MGH61-P3-H07	Tumor	P3	H07
MGH61	MGH61-P3-H09	Tumor	P3	H09
MGH61	MGH61-P3-H10	Tumor	P3	H10
MGH61	MGH61-P3-H11	Tumor	P3	H11
MGH61	MGH61-P3-H12	Tumor	P3	H12
MGH61	MGH61-P4-A01	Tumor	P4	A01
MGH61	MGH61-P4-A02	Tumor	P4	A02
MGH61	MGH61-P4-A03	Tumor	P4	A03
MGH61	MGH61-P4-A04	Tumor	P4	A04
MGH61	MGH61-P4-A05	Tumor	P4	A05
MGH61	MGH61-P4-A06	Tumor	P4	A06
MGH61	MGH61-P4-A07	Tumor	P4	A07
MGH61	MGH61-P4-A08	Tumor	P4	A08
MGH61	MGH61-P4-A10	Tumor	P4	A10
MGH61	MGH61-P4-A11	Tumor	P4	A11
MGH61	MGH61-P4-A12	Tumor	P4	A12
MGH61	MGH61-P4-B02	Tumor	P4	B02
MGH61	MGH61-P4-B03	Tumor	P4	B03
MGH61	MGH61-P4-B05	Tumor	P4	B05
MGH61	MGH61-P4-B06	Tumor	P4	B06
MGH61	MGH61-P4-B07	Tumor	P4	B07
MGH61	MGH61-P4-B08	Tumor	P4	B08
MGH61	MGH61-P4-B09	Tumor	P4	B09
MGH61	MGH61-P4-B10	Tumor	P4	B10
MGH61	MGH61-P4-B11	Tumor	P4	B11
MGH61	MGH61-P4-B12	Tumor	P4	B12
MGH61	MGH61-P4-C01	Tumor	P4	C01
MGH61	MGH61-P4-C02	Tumor	P4	C02
MGH61	MGH61-P4-C03	Tumor	P4	C03
MGH61	MGH61-P4-C04	Tumor	P4	C04
MGH61	MGH61-P4-C05	Tumor	P4	C05
MGH61	MGH61-P4-C06	Tumor	P4	C06
MGH61	MGH61-P4-C07	Tumor	P4	C07
MGH61	MGH61-P4-C08	Tumor	P4	C08
MGH61	MGH61-P4-C09	Tumor	P4	C09
MGH61	MGH61-P4-C10	Tumor	P4	C10
MGH61	MGH61-P4-C11	Tumor	P4	C11
MGH61	MGH61-P4-C12	Tumor	P4	C12
MGH61	MGH61-P4-D01	Tumor	P4	D01
MGH61	MGH61-P4-D02	Tumor	P4	D02
MGH61	MGH61-P4-D03	Tumor	P4	D03
MGH61	MGH61-P4-D05	Tumor	P4	D05
MGH61	MGH61-P4-D06	Tumor	P4	D06
MGH61	MGH61-P4-D07	Tumor	P4	D07
MGH61	MGH61-P4-D08	Tumor	P4	D08
MGH61	MGH61-P4-D09	Tumor	P4	D09
MGH61	MGH61-P4-D10	Tumor	P4	D10
MGH61	MGH61-P4-D11	Tumor	P4	D11
MGH61	MGH61-P4-D12	Tumor	P4	D12
MGH61	MGH61-P4-E01	Tumor	P4	E01
MGH61	MGH61-P4-E02	Tumor	P4	E02
MGH61	MGH61-P4-E04	Tumor	P4	E04
MGH61	MGH61-P4-E05	Tumor	P4	E05
MGH61	MGH61-P4-E06	Tumor	P4	E06
MGH61	MGH61-P4-E07	Tumor	P4	E07
MGH61	MGH61-P4-E08	Tumor	P4	E08
MGH61	MGH61-P4-E09	Tumor	P4	E09
MGH61	MGH61-P4-E10	Tumor	P4	E10
MGH61	MGH61-P4-E11	Tumor	P4	E11
MGH61	MGH61-P4-E12	Tumor	P4	E12
MGH61	MGH61-P4-F01	Tumor	P4	F01
MGH61	MGH61-P4-F02	Tumor	P4	F02
MGH61	MGH61-P4-F03	Tumor	P4	F03
MGH61	MGH61-P4-F05	Tumor	P4	F05
MGH61	MGH61-P4-F06	Tumor	P4	F06
MGH61	MGH61-P4-F07	Tumor	P4	F07
MGH61	MGH61-P4-F08	Tumor	P4	F08
MGH61	MGH61-P4-F09	Tumor	P4	F09
MGH61	MGH61-P4-F10	Tumor	P4	F10
MGH61	MGH61-P4-F11	Tumor	P4	F11
MGH61	MGH61-P4-F12	Tumor	P4	F12
MGH61	MGH61-P4-G01	Tumor	P4	G01
MGH61	MGH61-P4-G02	Tumor	P4	G02
MGH61	MGH61-P4-G03	Tumor	P4	G03
MGH61	MGH61-P4-G04	Tumor	P4	G04
MGH61	MGH61-P4-G05	Tumor	P4	G05
MGH61	MGH61-P4-G06	Tumor	P4	G06
MGH61	MGH61-P4-G07	Tumor	P4	G07
MGH61	MGH61-P4-G08	Tumor	P4	G08
MGH61	MGH61-P4-G09	Tumor	P4	G09
MGH61	MGH61-P4-G10	Tumor	P4	G10
MGH61	MGH61-P4-G11	Tumor	P4	G11
MGH61	MGH61-P4-G12	Tumor	P4	G12
MGH61	MGH61-P4-H01	Tumor	P4	H01
MGH61	MGH61-P4-H02	Tumor	P4	H02
MGH61	MGH61-P4-H03	Tumor	P4	H03
MGH61	MGH61-P4-H04	Tumor	P4	H04
MGH61	MGH61-P4-H05	Tumor	P4	H05
MGH61	MGH61-P4-H06	Tumor	P4	H06
MGH61	MGH61-P4-H07	Tumor	P4	H07
MGH61	MGH61-P4-H08	Tumor	P4	H08
MGH61	MGH61-P4-H09	Tumor	P4	H09
MGH61	MGH61-P4-H10	Tumor	P4	H10
MGH61	MGH61-P4-H11	Tumor	P4	H11
MGH61	MGH61-P4-H12	Tumor	P4	H12
MGH61	MGH61-P5-A01	Tumor	P5	A01
MGH61	MGH61-P5-A02	Tumor	P5	A02
MGH61	MGH61-P5-A03	Tumor	P5	A03
MGH61	MGH61-P5-A04	Tumor	P5	A04
MGH61	MGH61-P5-A05	Tumor	P5	A05
MGH61	MGH61-P5-A06	Tumor	P5	A06
MGH61	MGH61-P5-A07	Tumor	P5	A07
MGH61	MGH61-P5-A08	Tumor	P5	A08
MGH61	MGH61-P5-A09	Tumor	P5	A09
MGH61	MGH61-P5-A10	Tumor	P5	A10
MGH61	MGH61-P5-A11	Tumor	P5	A11
MGH61	MGH61-P5-A12	Tumor	P5	A12
MGH61	MGH61-P5-B01	Tumor	P5	B01
MGH61	MGH61-P5-B02	Tumor	P5	B02
MGH61	MGH61-P5-B03	Tumor	P5	B03
MGH61	MGH61-P5-B04	Tumor	P5	B04
MGH61	MGH61-P5-B05	Tumor	P5	B05
MGH61	MGH61-P5-B06	Tumor	P5	B06
MGH61	MGH61-P5-B07	Tumor	P5	B07
MGH61	MGH61-P5-B08	Tumor	P5	B08
MGH61	MGH61-P5-B09	Tumor	P5	B09
MGH61	MGH61-P5-B10	Tumor	P5	B10
MGH61	MGH61-P5-B11	Tumor	P5	B11
MGH61	MGH61-P5-B12	Tumor	P5	B12
MGH61	MGH61-P5-C01	Tumor	P5	C01
MGH61	MGH61-P5-C02	Tumor	P5	C02
MGH61	MGH61-P5-C03	Tumor	P5	C03
MGH61	MGH61-P5-C04	Tumor	P5	C04
MGH61	MGH61-P5-C05	Tumor	P5	C05
MGH61	MGH61-P5-C06	Tumor	P5	C06
MGH61	MGH61-P5-C07	Tumor	P5	C07
MGH61	MGH61-P5-C08	Tumor	P5	C08
MGH61	MGH61-P5-C09	Tumor	P5	C09
MGH61	MGH61-P5-C10	Tumor	P5	C10
MGH61	MGH61-P5-C11	Tumor	P5	C11
MGH61	MGH61-P5-C12	Tumor	P5	C12
MGH61	MGH61-P5-D01	Tumor	P5	D01
MGH61	MGH61-P5-D03	Tumor	P5	D03
MGH61	MGH61-P5-D04	Tumor	P5	D04
MGH61	MGH61-P5-D06	Tumor	P5	D06
MGH61	MGH61-P5-D07	Tumor	P5	D07
MGH61	MGH61-P5-D08	Tumor	P5	D08
MGH61	MGH61-P5-D09	Tumor	P5	D09
MGH61	MGH61-P5-D10	Tumor	P5	D10
MGH61	MGH61-P5-D11	Tumor	P5	D11
MGH61	MGH61-P5-D12	Tumor	P5	D12
MGH61	MGH61-P5-E01	Tumor	P5	E01
MGH61	MGH61-P5-E02	Tumor	P5	E02
MGH61	MGH61-P5-E03	Tumor	P5	E03
MGH61	MGH61-P5-E04	Tumor	P5	E04
MGH61	MGH61-P5-E05	Tumor	P5	E05
MGH61	MGH61-P5-E06	Tumor	P5	E06
MGH61	MGH61-P5-E07	Tumor	P5	E07
MGH61	MGH61-P5-E08	Tumor	P5	E08
MGH61	MGH61-P5-E09	Tumor	P5	E09
MGH61	MGH61-P5-E10	Tumor	P5	E10
MGH61	MGH61-P5-E11	Tumor	P5	E11
MGH61	MGH61-P5-E12	Tumor	P5	E12
MGH61	MGH61-P5-F01	Tumor	P5	F01
MGH61	MGH61-P5-F02	Tumor	P5	F02
MGH61	MGH61-P5-F03	Tumor	P5	F03
MGH61	MGH61-P5-F04	Tumor	P5	F04
MGH61	MGH61-P5-F05	Tumor	P5	F05
MGH61	MGH61-P5-F06	Tumor	P5	F06
MGH61	MGH61-P5-F07	Tumor	P5	F07
MGH61	MGH61-P5-F08	Tumor	P5	F08
MGH61	MGH61-P5-F10	Tumor	P5	F10
MGH61	MGH61-P5-F11	Tumor	P5	F11
MGH61	MGH61-P5-F12	Tumor	P5	F12
MGH61	MGH61-P5-G01	Tumor	P5	G01
MGH61	MGH61-P5-G02	Tumor	P5	G02
MGH61	MGH61-P5-G03	Tumor	P5	G03
MGH61	MGH61-P5-G04	Tumor	P5	G04
MGH61	MGH61-P5-G05	Tumor	P5	G05
MGH61	MGH61-P5-G06	Tumor	P5	G06
MGH61	MGH61-P5-G07	Tumor	P5	G07
MGH61	MGH61-P5-G08	Tumor	P5	G08
MGH61	MGH61-P5-G09	Tumor	P5	G09
MGH61	MGH61-P5-G10	Tumor	P5	G10
MGH61	MGH61-P5-G11	Tumor	P5	G11
MGH61	MGH61-P5-G12	Tumor	P5	G12
MGH61	MGH61-P5-H02	Tumor	P5	H02
MGH61	MGH61-P5-H03	Tumor	P5	H03
MGH61	MGH61-P5-H04	Tumor	P5	H04
MGH61	MGH61-P5-H05	Tumor	P5	H05
MGH61	MGH61-P5-H06	Tumor	P5	H06
MGH61	MGH61-P5-H07	Tumor	P5	H07
MGH61	MGH61-P5-H08	Tumor	P5	H08
MGH61	MGH61-P5-H10	Tumor	P5	H10
MGH61	MGH61-P5-H11	Tumor	P5	H11
MGH61	MGH61-P6-A01	Tumor	P6	A01
MGH61	MGH61-P6-A02	Tumor	P6	A02
MGH61	MGH61-P6-A03	Tumor	P6	A03
MGH61	MGH61-P6-A04	Tumor	P6	A04
MGH61	MGH61-P6-A05	Tumor	P6	A05
MGH61	MGH61-P6-A06	Tumor	P6	A06
MGH61	MGH61-P6-A07	Tumor	P6	A07
MGH61	MGH61-P6-A08	Tumor	P6	A08
MGH61	MGH61-P6-A09	Tumor	P6	A09
MGH61	MGH61-P6-A10	Tumor	P6	A10
MGH61	MGH61-P6-A11	Tumor	P6	A11
MGH61	MGH61-P6-A12	Tumor	P6	A12
MGH61	MGH61-P6-B01	Tumor	P6	B01
MGH61	MGH61-P6-B02	Tumor	P6	B02
MGH61	MGH61-P6-B03	Tumor	P6	B03
MGH61	MGH61-P6-B04	Tumor	P6	B04
MGH61	MGH61-P6-B05	Tumor	P6	B05
MGH61	MGH61-P6-B06	Tumor	P6	B06
MGH61	MGH61-P6-B07	Tumor	P6	B07
MGH61	MGH61-P6-B08	Tumor	P6	B08
MGH61	MGH61-P6-B09	Tumor	P6	B09
MGH61	MGH61-P6-B10	Tumor	P6	B10
MGH61	MGH61-P6-B12	Tumor	P6	B12
MGH61	MGH61-P6-C01	Tumor	P6	C01
MGH61	MGH61-P6-C02	Tumor	P6	C02
MGH61	MGH61-P6-C03	Tumor	P6	C03
MGH61	MGH61-P6-C04	Tumor	P6	C04
MGH61	MGH61-P6-C05	Tumor	P6	C05
MGH61	MGH61-P6-C06	Tumor	P6	C06
MGH61	MGH61-P6-C07	Tumor	P6	C07
MGH61	MGH61-P6-C08	Tumor	P6	C08
MGH61	MGH61-P6-C09	Tumor	P6	C09
MGH61	MGH61-P6-C10	Tumor	P6	C10
MGH61	MGH61-P6-C11	Tumor	P6	C11
MGH61	MGH61-P6-C12	Tumor	P6	C12
MGH61	MGH61-P6-D01	Tumor	P6	D01
MGH61	MGH61-P6-D02	Tumor	P6	D02
MGH61	MGH61-P6-D03	Tumor	P6	D03
MGH61	MGH61-P6-D04	Tumor	P6	D04
MGH61	MGH61-P6-D05	Tumor	P6	D05
MGH61	MGH61-P6-D06	Tumor	P6	D06
MGH61	MGH61-P6-D07	Tumor	P6	D07
MGH61	MGH61-P6-D08	Tumor	P6	D08
MGH61	MGH61-P6-D09	Tumor	P6	D09
MGH61	MGH61-P6-D10	Tumor	P6	D10
MGH61	MGH61-P6-D11	Tumor	P6	D11
MGH61	MGH61-P6-D12	Tumor	P6	D12
MGH61	MGH61-P6-E01	Tumor	P6	E01
MGH61	MGH61-P6-E02	Tumor	P6	E02
MGH61	MGH61-P6-E03	Tumor	P6	E03
MGH61	MGH61-P6-E04	Tumor	P6	E04
MGH61	MGH61-P6-E05	Tumor	P6	E05
MGH61	MGH61-P6-E06	Tumor	P6	E06
MGH61	MGH61-P6-E07	Tumor	P6	E07
MGH61	MGH61-P6-E09	Tumor	P6	E09
MGH61	MGH61-P6-E10	Tumor	P6	E10
MGH61	MGH61-P6-E11	Tumor	P6	E11
MGH61	MGH61-P6-E12	Tumor	P6	E12
MGH61	MGH61-P6-F01	Tumor	P6	F01
MGH61	MGH61-P6-F02	Tumor	P6	F02
MGH61	MGH61-P6-F03	Tumor	P6	F03
MGH61	MGH61-P6-F04	Tumor	P6	F04
MGH61	MGH61-P6-F05	Tumor	P6	F05
MGH61	MGH61-P6-F06	Tumor	P6	F06
MGH61	MGH61-P6-F07	Tumor	P6	F07
MGH61	MGH61-P6-F08	Tumor	P6	F08
MGH61	MGH61-P6-F09	Tumor	P6	F09
MGH61	MGH61-P6-F10	Tumor	P6	F10
MGH61	MGH61-P6-F11	Tumor	P6	F11
MGH61	MGH61-P6-F12	Tumor	P6	F12
MGH61	MGH61-P6-G01	Tumor	P6	G01
MGH61	MGH61-P6-G02	Tumor	P6	G02
MGH61	MGH61-P6-G03	Tumor	P6	G03
MGH61	MGH61-P6-G04	Tumor	P6	G04
MGH61	MGH61-P6-G05	Tumor	P6	G05
MGH61	MGH61-P6-G06	Tumor	P6	G06
MGH61	MGH61-P6-G07	Tumor	P6	G07
MGH61	MGH61-P6-G08	Tumor	P6	G08
MGH61	MGH61-P6-G09	Tumor	P6	G09
MGH61	MGH61-P6-G11	Tumor	P6	G11
MGH61	MGH61-P6-G12	Tumor	P6	G12
MGH61	MGH61-P6-H01	Tumor	P6	H01
MGH61	MGH61-P6-H02	Tumor	P6	H02
MGH61	MGH61-P6-H03	Tumor	P6	H03
MGH61	MGH61-P6-H04	Tumor	P6	H04
MGH61	MGH61-P6-H05	Tumor	P6	H05
MGH61	MGH61-P6-H06	Tumor	P6	H06
MGH61	MGH61-P6-H07	Tumor	P6	H07
MGH61	MGH61-P6-H08	Tumor	P6	H08
MGH61	MGH61-P6-H09	Tumor	P6	H09
MGH61	MGH61-P6-H10	Tumor	P6	H10
MGH61	MGH61-P6-H11	Tumor	P6	H11
MGH61	MGH61-P6-H12	Tumor	P6	H12
MGH61	MGH61-P7-A01	Tumor	P7	A01
MGH61	MGH61-P7-A02	Tumor	P7	A02
MGH61	MGH61-P7-A03	Tumor	P7	A03
MGH61	MGH61-P7-A04	Tumor	P7	A04
MGH61	MGH61-P7-A05	Tumor	P7	A05
MGH61	MGH61-P7-A06	Tumor	P7	A06
MGH61	MGH61-P7-A07	Tumor	P7	A07
MGH61	MGH61-P7-A08	Tumor	P7	A08
MGH61	MGH61-P7-A09	Tumor	P7	A09
MGH61	MGH61-P7-A10	Tumor	P7	A10
MGH61	MGH61-P7-A11	Tumor	P7	A11
MGH61	MGH61-P7-A12	Tumor	P7	A12
MGH61	MGH61-P7-B01	Tumor	P7	B01
MGH61	MGH61-P7-B02	Tumor	P7	B02
MGH61	MGH61-P7-B03	Tumor	P7	B03
MGH61	MGH61-P7-B04	Tumor	P7	B04
MGH61	MGH61-P7-B05	Tumor	P7	B05
MGH61	MGH61-P7-B06	Tumor	P7	B06
MGH61	MGH61-P7-B07	Tumor	P7	B07
MGH61	MGH61-P7-B08	Tumor	P7	B08
MGH61	MGH61-P7-B09	Tumor	P7	B09
MGH61	MGH61-P7-B10	Tumor	P7	B10
MGH61	MGH61-P7-B11	Tumor	P7	B11
MGH61	MGH61-P7-B12	Tumor	P7	B12
MGH61	MGH61-P7-C01	Tumor	P7	C01
MGH61	MGH61-P7-C02	Tumor	P7	C02
MGH61	MGH61-P7-C03	Tumor	P7	C03
MGH61	MGH61-P7-C04	Tumor	P7	C04
MGH61	MGH61-P7-C05	Tumor	P7	C05
MGH61	MGH61-P7-C06	Tumor	P7	C06
MGH61	MGH61-P7-C07	Tumor	P7	C07
MGH61	MGH61-P7-C08	Tumor	P7	C08
MGH61	MGH61-P7-C10	Tumor	P7	C10
MGH61	MGH61-P7-C11	Tumor	P7	C11
MGH61	MGH61-P7-C12	Tumor	P7	C12
MGH61	MGH61-P7-D01	Tumor	P7	D01
MGH61	MGH61-P7-D02	Tumor	P7	D02
MGH61	MGH61-P7-D03	Tumor	P7	D03
MGH61	MGH61-P7-D04	Tumor	P7	D04
MGH61	MGH61-P7-D05	Tumor	P7	D05
MGH61	MGH61-P7-D07	Tumor	P7	D07
MGH61	MGH61-P7-D08	Tumor	P7	D08
MGH61	MGH61-P7-D09	Tumor	P7	D09
MGH61	MGH61-P7-D10	Tumor	P7	D10
MGH61	MGH61-P7-D11	Tumor	P7	D11
MGH61	MGH61-P7-D12	Tumor	P7	D12
MGH61	MGH61-P7-E01	Tumor	P7	E01
MGH61	MGH61-P7-E02	Tumor	P7	E02
MGH61	MGH61-P7-E03	Tumor	P7	E03
MGH61	MGH61-P7-E04	Tumor	P7	E04
MGH61	MGH61-P7-E05	Tumor	P7	E05
MGH61	MGH61-P7-E06	Tumor	P7	E06
MGH61	MGH61-P7-E07	Tumor	P7	E07
MGH61	MGH61-P7-E08	Tumor	P7	E08
MGH61	MGH61-P7-E09	Tumor	P7	E09
MGH61	MGH61-P7-E10	Tumor	P7	E10
MGH61	MGH61-P7-E11	Tumor	P7	E11
MGH61	MGH61-P7-E12	Tumor	P7	E12
MGH61	MGH61-P7-F01	Tumor	P7	F01
MGH61	MGH61-P7-F02	Tumor	P7	F02
MGH61	MGH61-P7-F03	Tumor	P7	F03
MGH61	MGH61-P7-F04	Tumor	P7	F04
MGH61	MGH61-P7-F05	Tumor	P7	F05
MGH61	MGH61-P7-F06	Tumor	P7	F06
MGH61	MGH61-P7-F07	Tumor	P7	F07
MGH61	MGH61-P7-F08	Tumor	P7	F08
MGH61	MGH61-P7-F09	Tumor	P7	F09
MGH61	MGH61-P7-F10	Tumor	P7	F10
MGH61	MGH61-P7-F11	Tumor	P7	F11
MGH61	MGH61-P7-F12	Tumor	P7	F12
MGH61	MGH61-P7-G01	Tumor	P7	G01
MGH61	MGH61-P7-G02	Tumor	P7	G02
MGH61	MGH61-P7-G03	Tumor	P7	G03
MGH61	MGH61-P7-G04	Tumor	P7	G04
MGH61	MGH61-P7-G05	Tumor	P7	G05
MGH61	MGH61-P7-G06	Tumor	P7	G06
MGH61	MGH61-P7-G07	Tumor	P7	G07
MGH61	MGH61-P7-G09	Tumor	P7	G09
MGH61	MGH61-P7-G10	Tumor	P7	G10
MGH61	MGH61-P7-G11	Tumor	P7	G11
MGH61	MGH61-P7-G12	Tumor	P7	G12
MGH61	MGH61-P7-H01	Tumor	P7	H01
MGH61	MGH61-P7-H02	Tumor	P7	H02
MGH61	MGH61-P7-H03	Tumor	P7	H03
MGH61	MGH61-P7-H04	Tumor	P7	H04
MGH61	MGH61-P7-H05	Tumor	P7	H05
MGH61	MGH61-P7-H06	Tumor	P7	H06
MGH61	MGH61-P7-H07	Tumor	P7	H07
MGH61	MGH61-P7-H08	Tumor	P7	H08
MGH61	MGH61-P7-H09	Tumor	P7	H09
MGH61	MGH61-P7-H10	Tumor	P7	H10
MGH61	MGH61-P7-H11	Tumor	P7	H11
MGH61	MGH61-P7-H12	Tumor	P7	H12
MGH61	MGH61-P8-A01	Tumor	P8	A01
MGH61	MGH61-P8-A02	Tumor	P8	A02
MGH61	MGH61-P8-A03	Tumor	P8	A03
MGH61	MGH61-P8-A04	Tumor	P8	A04
MGH61	MGH61-P8-A05	Tumor	P8	A05
MGH61	MGH61-P8-A06	Tumor	P8	A06
MGH61	MGH61-P8-A07	Tumor	P8	A07
MGH61	MGH61-P8-A08	Tumor	P8	A08
MGH61	MGH61-P8-A09	Tumor	P8	A09
MGH61	MGH61-P8-A10	Tumor	P8	A10
MGH61	MGH61-P8-A12	Tumor	P8	A12
MGH61	MGH61-P8-B01	Tumor	P8	B01
MGH61	MGH61-P8-B02	Tumor	P8	B02
MGH61	MGH61-P8-B03	Tumor	P8	B03
MGH61	MGH61-P8-B04	Tumor	P8	B04
MGH61	MGH61-P8-B05	Tumor	P8	B05
MGH61	MGH61-P8-B06	Tumor	P8	B06
MGH61	MGH61-P8-B07	Tumor	P8	B07
MGH61	MGH61-P8-B08	Tumor	P8	B08
MGH61	MGH61-P8-B09	Tumor	P8	B09
MGH61	MGH61-P8-B10	Tumor	P8	B10
MGH61	MGH61-P8-B11	Tumor	P8	B11
MGH61	MGH61-P8-B12	Tumor	P8	B12
MGH61	MGH61-P8-C01	Tumor	P8	C01
MGH61	MGH61-P8-C02	Tumor	P8	C02
MGH61	MGH61-P8-C03	Tumor	P8	C03
MGH61	MGH61-P8-C04	Tumor	P8	C04
MGH61	MGH61-P8-C05	Tumor	P8	C05
MGH61	MGH61-P8-C06	Tumor	P8	C06
MGH61	MGH61-P8-C07	Tumor	P8	C07
MGH61	MGH61-P8-C08	Tumor	P8	C08
MGH61	MGH61-P8-C09	Tumor	P8	C09
MGH61	MGH61-P8-C10	Tumor	P8	C10
MGH61	MGH61-P8-C11	Tumor	P8	C11
MGH61	MGH61-P8-C12	Tumor	P8	C12
MGH61	MGH61-P8-D01	Tumor	P8	D01
MGH61	MGH61-P8-D02	Tumor	P8	D02
MGH61	MGH61-P8-D03	Tumor	P8	D03
MGH61	MGH61-P8-D04	Tumor	P8	D04
MGH61	MGH61-P8-D05	Tumor	P8	D05
MGH61	MGH61-P8-D06	Tumor	P8	D06
MGH61	MGH61-P8-D07	Tumor	P8	D07
MGH61	MGH61-P8-D08	Tumor	P8	D08
MGH61	MGH61-P8-D09	Tumor	P8	D09
MGH61	MGH61-P8-D10	Tumor	P8	D10
MGH61	MGH61-P8-D11	Tumor	P8	D11
MGH61	MGH61-P8-D12	Tumor	P8	D12
MGH61	MGH61-P8-E02	Tumor	P8	E02
MGH61	MGH61-P8-E03	Tumor	P8	E03
MGH61	MGH61-P8-E04	Tumor	P8	E04
MGH61	MGH61-P8-E06	Tumor	P8	E06
MGH61	MGH61-P8-E07	Tumor	P8	E07
MGH61	MGH61-P8-E08	Tumor	P8	E08
MGH61	MGH61-P8-E09	Tumor	P8	E09
MGH61	MGH61-P8-E10	Tumor	P8	E10
MGH61	MGH61-P8-E11	Tumor	P8	E11
MGH61	MGH61-P8-E12	Tumor	P8	E12
MGH61	MGH61-P8-F02	Tumor	P8	F02
MGH61	MGH61-P8-F03	Tumor	P8	F03
MGH61	MGH61-P8-F04	Tumor	P8	F04
MGH61	MGH61-P8-F05	Tumor	P8	F05
MGH61	MGH61-P8-F06	Tumor	P8	F06
MGH61	MGH61-P8-F07	Tumor	P8	F07
MGH61	MGH61-P8-F08	Tumor	P8	F08
MGH61	MGH61-P8-F10	Tumor	P8	F10
MGH61	MGH61-P8-F11	Tumor	P8	F11
MGH61	MGH61-P8-F12	Tumor	P8	F12
MGH61	MGH61-P8-G01	Tumor	P8	G01
MGH61	MGH61-P8-G02	Tumor	P8	G02
MGH61	MGH61-P8-G03	Tumor	P8	G03
MGH61	MGH61-P8-G04	Tumor	P8	G04
MGH61	MGH61-P8-G05	Tumor	P8	G05
MGH61	MGH61-P8-G06	Tumor	P8	G06
MGH61	MGH61-P8-G07	Tumor	P8	G07
MGH61	MGH61-P8-G08	Tumor	P8	G08
MGH61	MGH61-P8-G09	Tumor	P8	G09
MGH61	MGH61-P8-G10	Tumor	P8	G10
MGH61	MGH61-P8-G11	Tumor	P8	G11
MGH61	MGH61-P8-G12	Tumor	P8	G12
MGH61	MGH61-P8-H01	Tumor	P8	H01
MGH61	MGH61-P8-H02	Tumor	P8	H02
MGH61	MGH61-P8-H03	Tumor	P8	H03
MGH61	MGH61-P8-H04	Tumor	P8	H04
MGH61	MGH61-P8-H05	Tumor	P8	H05
MGH61	MGH61-P8-H06	Tumor	P8	H06
MGH61	MGH61-P8-H07	Tumor	P8	H07
MGH61	MGH61-P8-H08	Tumor	P8	H08
MGH61	MGH61-P8-H09	Tumor	P8	H09
