patient	plate	sample	Tumor	celltype1	fq1_url	fq2_url
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_E02_S722_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-E02_S722_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-E02_S722_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_H12_S480_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-H12_S480_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-H12_S480_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_D10_S718_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D10_S718_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D10_S718_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_G05_S557_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-G05_S557_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-G05_S557_comb_R2_001.fastq.gz
Melanoma_84	cy84_Met_CD45_pos	cy84_Met_CD45_pos_C08_S896_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-C08_S896_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-C08_S896_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_G11_S755_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-G11_S755_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-G11_S755_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_C11_S419_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-C11_S419_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-C11_S419_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_H01_S565_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H01_S565_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H01_S565_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_C02_S506_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-C02_S506_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-C02_S506_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_A05_S485_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-A05_S485_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-A05_S485_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_E11_S443_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-E11_S443_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-E11_S443_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_E03_S531_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-E03_S531_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-E03_S531_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_E07_S535_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-E07_S535_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-E07_S535_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_2	cy78_CD45_neg_2_C06_S606_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-2-C06_S606_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-2-C06_S606_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_G02_S746_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-G02_S746_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-G02_S746_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_B02_S494_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-B02_S494_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-B02_S494_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_H07_S571_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H07_S571_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H07_S571_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_2	cy78_CD45_neg_2_C08_S608_comb	Unknown	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-2-C08_S608_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-2-C08_S608_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_F06_S546_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F06_S546_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F06_S546_comb_R2_001.fastq.gz
Melanoma_84	cy84_Met_CD45_pos	cy84_Met_CD45_pos_G05_S941_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-G05_S941_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-G05_S941_comb_R2_001.fastq.gz
Melanoma_84	cy84_Met_CD45_pos	cy84_Met_CD45_pos_F09_S933_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-F09_S933_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-F09_S933_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_B11_S407_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-B11_S407_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-B11_S407_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_D02_S710_comb	Unknown	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D02_S710_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D02_S710_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_A04_S484_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-A04_S484_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-A04_S484_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_H08_S572_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H08_S572_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H08_S572_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_F02_S542_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F02_S542_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F02_S542_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_G07_S751_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-G07_S751_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-G07_S751_comb_R2_001.fastq.gz
Melanoma_84	cy84_Met_CD45_pos	cy84_Met_CD45_pos_D03_S903_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-D03_S903_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-D03_S903_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_F10_S550_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F10_S550_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F10_S550_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_E05_S725_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-E05_S725_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-E05_S725_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_H04_S568_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H04_S568_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H04_S568_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_F06_S450_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-F06_S450_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-F06_S450_comb_R2_001.fastq.gz
Melanoma_84	cy84_Met_CD45_pos	cy84_Met_CD45_pos_H10_S958_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-H10_S958_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-H10_S958_comb_R2_001.fastq.gz
Melanoma_84	cy84_Met_CD45_pos	cy84_Met_CD45_pos_B05_S881_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-B05_S881_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Met-CD45-pos-B05_S881_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_B06_S402_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-B06_S402_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-B06_S402_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_G12_S468_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-G12_S468_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-G12_S468_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_A07_S391_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A07_S391_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A07_S391_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_G09_S753_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-G09_S753_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-G09_S753_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_B08_S500_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-B08_S500_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-B08_S500_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_D07_S715_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D07_S715_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D07_S715_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_A03_S483_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-A03_S483_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-A03_S483_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_F08_S548_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F08_S548_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F08_S548_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_A05_S389_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A05_S389_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A05_S389_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_D03_S423_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-D03_S423_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-D03_S423_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_D08_S716_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D08_S716_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D08_S716_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_F12_S456_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-F12_S456_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-F12_S456_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_D02_S422_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-D02_S422_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-D02_S422_comb_R2_001.fastq.gz
Melanoma_84	cy84_Primary_CD45_neg	cy84_Primary_CD45_neg_G03_S1035_comb	nonTumor	CAF	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Primary-CD45-neg-G03_S1035_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Primary-CD45-neg-G03_S1035_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_2	cy78_CD45_neg_2_C05_S605_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-2-C05_S605_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-2-C05_S605_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_G04_S556_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-G04_S556_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-G04_S556_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_D05_S521_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-D05_S521_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-D05_S521_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_C10_S514_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-C10_S514_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-C10_S514_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_D09_S717_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D09_S717_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-D09_S717_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_C08_S416_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-C08_S416_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-C08_S416_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_B08_S692_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-B08_S692_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-B08_S692_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_C09_S705_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-C09_S705_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-C09_S705_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_H02_S566_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H02_S566_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-H02_S566_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_E04_S436_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-E04_S436_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-E04_S436_comb_R2_001.fastq.gz
Melanoma_84	cy84_Primary_CD45_neg	cy84_Primary_CD45_neg_G07_S1039_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Primary-CD45-neg-G07_S1039_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Primary-CD45-neg-G07_S1039_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_D07_S427_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-D07_S427_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-D07_S427_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_H03_S471_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-H03_S471_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-H03_S471_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_G01_S457_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-G01_S457_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-G01_S457_comb_R2_001.fastq.gz
Melanoma_84	cy84_Primary_CD45_neg	cy84_Primary_CD45_neg_A03_S963_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Primary-CD45-neg-A03_S963_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Primary-CD45-neg-A03_S963_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_B05_S401_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-B05_S401_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-B05_S401_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_C12_S420_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-C12_S420_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-C12_S420_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_A12_S396_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A12_S396_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A12_S396_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_A10_S394_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A10_S394_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A10_S394_comb_R2_001.fastq.gz
Melanoma_84	cy84_Primary_CD45_neg	cy84_Primary_CD45_neg_E12_S1020_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Primary-CD45-neg-E12_S1020_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy84-Primary-CD45-neg-E12_S1020_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_1	cy78_CD45_neg_1_F05_S545_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F05_S545_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-1-F05_S545_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_F04_S448_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-F04_S448_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-F04_S448_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_F12_S744_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-F12_S744_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-F12_S744_comb_R2_001.fastq.gz
Melanoma_78	cy78_CD45_neg_3	cy78_CD45_neg_3_A05_S677_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-A05_S677_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy78-CD45-neg-3-A05_S677_comb_R2_001.fastq.gz
